Id,Model,Price,Age,KM,HP,Metallic,Automatic,CC,Doors,Gears,Weight
432,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9400,54,50000,97,1,0,1400,3,5,1025
433,TOYOTA Corolla 1.3 G6 liftback 4/5-Doors,11950,51,50000,86,1,0,1300,5,5,1045
434,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,9650,53,49969,110,0,0,1600,5,5,1075
435,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,18950,49,49568,110,1,0,1600,3,5,1105
436,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,11450,51,49473,110,0,0,1600,3,5,1055
437,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,10250,52,49432,110,1,0,1600,3,5,1050
438,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL 2/3-Doors,11450,48,49417,110,1,0,1600,3,5,1045
439,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,54,49366,97,1,0,1400,3,5,1025
440,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10500,56,48731,110,1,0,1600,3,5,1055
441,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13750,54,48370,110,1,0,1600,5,5,1080
442,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,48,48071,97,0,0,1400,3,5,1025
443,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10250,54,47852,110,1,0,1600,4,5,1030
444,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,10850,54,47768,110,0,0,1600,3,5,1055
445,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,11895,52,47689,110,0,0,1600,5,5,1075
446,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,53,47451,110,1,0,1600,3,5,1055
447,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11950,50,47219,110,1,0,1600,5,5,1080
448,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,10750,56,47211,110,1,0,1600,5,5,1070
449,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,9550,54,46856,97,0,0,1400,5,5,1060
450,TOYOTA Corolla 1.3 Linea Terra liftback 4/5-Doors,10950,56,46500,86,0,0,1300,5,5,1035
451,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,11750,52,46449,110,1,0,1600,4,5,1035
452,TOYOTA Corolla LIFTBACK 1.6 Linea terra 4/5-Doors,10950,47,46391,110,0,0,1600,5,5,1075
453,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12450,54,46230,110,1,0,1600,3,5,1055
454,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10500,52,46029,110,1,0,1600,4,5,1030
455,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,50,46000,97,0,0,1400,3,5,1025
456,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12950,50,45900,110,1,0,1600,5,5,1075
457,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,47,45850,97,0,0,1400,5,5,1060
458,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,12500,56,45336,110,1,0,1600,5,5,1080
459,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,44537,97,0,0,1400,3,5,1025
460,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10750,56,43700,86,1,0,1300,3,5,1025
461,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,12500,48,43120,97,1,0,1400,3,5,1030
462,TOYOTA Corolla 1.6 Hatchback 2/3-Doors,10450,49,41710,110,0,0,1600,3,5,1040
463,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,52,41700,97,1,0,1400,3,5,1025
464,TOYOTA Corolla 1.6 VVT-i Linea Sol 4/5-Doors,12950,49,41636,110,1,0,1600,5,5,1105
465,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10995,50,41273,97,0,0,1400,5,5,1060
466,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,11950,49,40836,110,0,1,1600,3,5,1075
467,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,11250,50,40400,97,1,0,1400,5,5,1060
468,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 4/5-Doors,11950,47,40361,110,1,0,1600,5,5,1090
469,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,13750,54,40325,86,0,0,1300,5,5,1045
470,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11000,47,40000,110,0,0,1600,5,5,1080
471,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13500,50,39706,110,1,0,1600,5,5,1080
472,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,54,39291,110,1,0,1600,3,5,1040
473,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10750,54,39000,97,0,0,1400,3,5,1025
474,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,8950,47,38900,97,1,0,1400,3,5,1025
475,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,38403,110,0,0,1600,3,5,1055
476,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,37461,97,0,0,1400,3,5,1025
477,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,37000,97,1,0,1400,3,5,1025
478,TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,36406,110,1,0,1600,4,5,1035
479,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,36005,97,1,0,1400,5,5,1065
480,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,36000,110,1,0,1600,5,5,1075
481,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,36000,110,0,0,1600,5,5,1080
482,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,36000,110,1,1,1600,3,5,1070
483,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,35823,110,0,0,1600,5,5,1075
484,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,35230,97,0,0,1400,3,5,1025
485,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,35142,110,0,0,1600,3,5,1055
486,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,34890,97,0,0,1400,3,5,1025
487,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,34882,110,1,0,1600,5,5,1075
488,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,34000,110,1,0,1600,5,5,1075
489,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,33998,110,0,0,1600,5,5,1080
490,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,33230,110,0,0,1600,3,5,1050
491,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,33021,110,1,0,1600,5,5,1080
492,TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,31999,97,0,0,1400,3,5,1030
493,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,31579,97,0,0,1400,3,5,1025
494,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,31000,97,0,0,1400,3,5,1025
495,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,30806,97,1,0,1400,5,5,1060
496,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,30461,86,1,0,1300,5,5,1050
497,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,29686,110,1,1,1600,3,5,1075
498,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,29650,86,0,0,1300,3,6,1025
499,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,29500,110,1,0,1600,3,5,1055
500,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,28656,97,0,0,1400,3,5,1085
501,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,27500,97,1,0,1400,3,5,1025
502,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,26938,110,1,0,1600,3,5,1040
503,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,26624,97,0,0,1400,5,5,1060
504,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,26221,97,1,0,1400,3,5,1025
505,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,22648,97,1,0,1400,5,5,1060
506,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,22500,97,1,0,1400,3,5,1025
507,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,19313,97,0,0,1400,3,5,1025
508,TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,17619,110,0,0,1600,4,5,1030
509,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,17069,97,1,0,1400,3,5,1025
510,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,15000,97,1,0,1400,3,5,1025
511,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,10210,97,0,0,1400,5,5,1065
512,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,5309,110,1,1,1600,3,5,1070
513,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,31000,97,0,0,1398,3,5,1025
514,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,194545,86,0,0,1300,4,5,1000
515,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,155720,86,1,0,1300,3,5,1015
516,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,155500,110,1,0,1600,5,5,1050
517,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,150585,110,1,0,1600,3,6,1065
518,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,140000,110,1,0,1600,5,5,1085
519,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,136956,110,0,0,1600,3,6,1065
520,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,130270,110,0,0,1600,3,5,1050
521,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,126452,110,1,0,1600,5,5,1085
522,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,121626,86,0,0,1300,5,5,1050
523,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,120400,110,0,0,1600,5,5,1090
524,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,119541,110,0,0,1600,3,5,1055
525,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,119500,110,1,0,1600,5,5,1070
526,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,119289,110,1,0,1600,4,5,1035
527,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,118833,110,0,0,1600,3,6,1065
528,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,117955,110,1,1,1600,4,5,1065
529,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,117609,86,0,0,1300,3,5,1015
530,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,116000,86,0,0,1300,5,5,1045
531,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,115715,110,0,0,1600,5,5,1070
532,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,115071,110,1,0,1600,3,5,1055
533,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,114846,110,1,0,1600,5,5,1075
534,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,113700,110,1,0,1600,5,5,1065
535,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,113118,86,1,0,1300,3,5,1020
536,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,112827,86,1,0,1300,5,5,1040
537,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,112116,110,1,0,1600,5,5,1070
538,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,112000,110,1,0,1600,3,6,1065
539,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,111769,110,0,0,1600,3,6,1065
540,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,110853,110,1,0,1600,5,5,1070
541,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,110287,110,1,0,1600,3,5,1050
542,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,109547,110,0,0,1600,5,5,1075
543,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,109230,110,0,0,1600,3,5,1050
544,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,109150,110,0,0,1600,5,5,1075
545,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,108793,110,1,0,1600,4,5,1035
546,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,106784,110,0,1,1600,3,5,1050
547,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,105942,86,0,0,1300,5,5,1040
548,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,105000,86,1,0,1300,3,5,1015
549,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,105000,86,0,0,1300,5,5,1040
550,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,104299,110,1,0,1600,5,5,1085
551,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,104000,86,0,0,1300,3,5,1020
552,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,104000,86,1,0,1300,3,5,1015
553,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,103458,86,1,0,1300,3,5,1025
554,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,103400,110,1,0,1600,5,5,1075
555,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,102807,86,0,0,1300,5,5,1055
556,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,102494,110,0,0,1600,5,5,1090
557,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,102106,110,0,0,1600,3,5,1050
558,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,101889,110,1,0,1600,5,5,1075
559,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,101469,110,1,0,1600,3,6,1065
560,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,101001,110,0,0,1600,5,5,1075
561,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,100748,110,0,0,1600,5,5,1070
562,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,100550,110,1,0,1600,5,5,1075
563,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,99781,110,1,0,1600,5,5,1085
564,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,98658,86,1,0,1300,3,5,1020
565,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,98500,110,1,0,1600,5,5,1075
566,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,98291,86,0,0,1300,4,5,1000
567,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,97648,110,1,0,1600,3,6,1065
568,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,97425,110,1,0,1600,5,5,1075
569,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,97173,86,0,0,1300,3,5,1015
570,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,97046,86,1,0,1300,4,5,1000
571,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,96000,110,1,0,1600,3,5,1050
572,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,95750,110,1,0,1600,5,5,1070
573,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,95147,110,1,0,1600,3,5,1050
574,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,95000,110,0,0,1600,3,5,1050
575,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,95000,110,1,0,1600,3,5,1050
576,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,94606,110,0,0,1600,3,5,1065
577,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,94504,86,1,0,1300,4,5,1000
578,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,93428,110,1,0,1600,5,5,1075
579,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,93408,86,0,0,1300,3,5,1015
580,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,93296,110,1,0,1600,5,5,1090
581,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,93098,110,1,0,1600,5,5,1075
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,92498,110,1,0,1600,3,5,1050
583,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,92226,110,0,0,1600,3,6,1065
584,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,91333,110,1,0,1600,3,5,1050
585,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,91246,86,1,0,1300,3,5,1015
586,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,91000,110,1,0,1600,5,5,1075
587,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,90727,110,0,0,1600,3,5,1050
588,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,90000,110,0,0,1600,3,5,1050
589,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,89576,110,0,0,1600,4,5,1035
590,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,89145,86,1,0,1300,3,5,1025
591,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,89000,110,1,0,1600,5,5,1085
592,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,88807,110,0,0,1600,3,5,1050
593,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,88685,110,0,0,1600,5,5,1070
594,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,88667,110,1,0,1600,4,5,1040
595,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,88480,110,1,0,1600,3,5,1050
596,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,88127,86,0,0,1300,3,5,1015
597,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,88000,86,0,0,1300,3,5,1020
598,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,87821,86,1,0,1300,3,5,1015
599,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,87654,86,1,1,1300,5,5,1065
600,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,86888,110,1,0,1600,3,5,1050
601,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,86871,86,1,0,1300,5,5,1040
602,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,86714,110,1,0,1600,4,5,1035
603,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,85889,110,0,0,1600,3,6,1065
604,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,85000,110,1,0,1600,3,5,1050
605,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,85000,86,1,0,1300,3,5,1025
606,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,84976,110,1,0,1600,4,5,1035
607,TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,84558,110,1,0,1600,5,5,1120
608,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,84549,110,0,0,1600,5,5,1075
609,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,84482,110,1,0,1600,5,5,1075
610,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,83908,110,1,0,1600,5,5,1070
611,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,83560,86,0,0,1300,3,5,1015
612,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,83000,107,1,1,1600,5,5,1100
613,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,82723,86,0,0,1300,3,5,1015
614,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,82421,110,1,0,1600,3,6,1065
615,TOYOTA Corolla 1.6 4/5-Doors,9750,58,82254,110,0,0,1600,5,5,1050
616,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,82115,110,1,0,1600,3,5,1055
617,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,82000,86,1,0,1300,3,5,1015
618,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,81965,86,1,0,1300,5,5,1035
619,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,81250,110,0,0,1600,3,5,1050
620,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,81192,110,1,0,1600,3,6,1065
621,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,81170,110,1,0,1600,4,5,1040
622,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,81083,86,0,0,1300,3,5,1015
623,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,80714,110,1,0,1600,5,5,1075
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,80470,110,0,0,1600,5,5,1085
625,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,80439,110,1,0,1600,4,5,1035
626,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,59,80430,110,1,0,1600,3,6,1065
627,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,80426,110,1,0,1600,3,5,1055
628,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,62,80265,86,0,0,1300,3,5,1015
629,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,65,80153,110,0,0,1600,5,5,1070
630,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9500,68,80121,110,0,0,1600,5,5,1070
631,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8250,65,80086,110,1,0,1600,4,5,1035
632,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,62,80000,110,0,0,1600,5,5,1075
633,TOYOTA Corolla 1.3 LB LINEA TERRA 4/5-Doors,7950,60,80000,86,0,0,1300,5,5,1015
634,TOYOTA Corolla 1.3 HB LINEA TERRA 2/3-Doors,8250,65,80000,86,1,0,1300,2,5,1015
635,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,9895,67,79858,110,1,0,1600,4,5,1040
636,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9130,67,79762,86,1,0,1300,3,5,1015
637,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10950,59,79660,86,0,1,1300,5,5,1065
638,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,60,79150,110,1,0,1600,5,5,1075
639,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,61,79000,110,1,0,1600,3,5,1050
640,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,9500,57,78955,86,1,0,1300,5,5,1045
641,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,68,78521,86,0,0,1300,3,5,1015
642,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,64,78356,86,1,0,1300,3,5,1015
643,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,65,78076,86,1,0,1300,3,5,1015
644,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9500,61,78063,107,1,1,1600,5,5,1100
645,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10950,67,77821,110,1,0,1600,5,5,1075
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9750,68,77695,110,1,0,1600,4,5,1035
647,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9750,65,77500,110,1,0,1600,3,5,1050
648,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9450,63,77457,110,1,0,1600,3,5,1055
649,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,77029,86,1,0,1300,3,5,1015
650,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,8950,68,77008,86,1,0,1300,3,5,1015
651,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8900,66,76791,110,1,0,1600,5,5,1070
