report_id,category,date
MOR41747,1. Seizure,2017-07-03
MOR37811,1. Seizure,2016-10-06
MOR26015,1. Seizure,2017-01-09
MOR34973,1. Seizure,2019-10-05
MOR43951,1. Seizure,2022-02-01
MOR48958,2. Poaching / Illegal Harvesting,2022-06-27
MOR52141,1. Seizure,2022-04-28
MOR13455,1. Seizure,2016-04-11
MOR49755,1. Seizure,2022-04-14
MOR6705,1. Seizure,2016-07-14
MOR48349,1. Seizure,2023-01-11
MOR28329,1. Seizure,2019-06-20
MOR46678,1. Seizure,2022-09-01
MOR29778,1. Seizure,2019-08-01
MOR51235,1. Seizure,2023-09-06
MOR12064,1. Seizure,2017-11-15
MOR15594,1. Seizure,2016-09-10
MOR16137,1. Seizure,2018-07-31
MOR50013,1. Seizure,2023-04-26
MOR18551,1. Seizure,2016-09-05
MOR28303,1. Seizure,2019-11-17
MOR36060,1. Seizure,2021-02-14
MOR14031,1. Seizure,2017-10-09
MOR4378,1. Seizure,2016-03-08
MOR12162,1. Seizure,2018-01-04
MOR11189,1. Seizure,2016-10-01
MOR8827,1. Seizure,2017-05-23
MOR49159,1. Seizure,2023-03-10
MOR33777,1. Seizure,2021-03-03
MOR25773,1. Seizure,2016-09-01
MOR28507,1. Seizure,2019-05-27
MOR34369,1. Seizure,2019-12-10
MOR40546,1. Seizure,2021-02-08
MOR7881,1. Seizure,2016-02-25
MOR18605,1. Seizure,2016-10-02
MOR15736,1. Seizure,2017-12-30
MOR5548,1. Seizure,2016-02-18
MOR12137,1. Seizure,2017-08-24
MOR48356,1. Seizure,2023-01-18
MOR33839,1. Seizure,2020-02-01
MOR35020,1. Seizure,2021-05-01
MOR45165,9. Enforcement Action / Prosecution,2022-07-08
MOR41490,1. Seizure,2016-12-30
MOR7939,1. Seizure,2016-10-21
MOR43415,1. Seizure,2022-03-17
MOR10867,1. Seizure,2017-07-12
MOR27420,1. Seizure,2019-10-18
MOR32191,1. Seizure,2020-10-10
MOR37920,1. Seizure,2021-07-13
MOR21026,1. Seizure,2019-04-16
MOR44090,1. Seizure,2021-09-27
MOR28635,1. Seizure,2018-03-28
MOR12946,1. Seizure,2018-02-02
MOR33572,1. Seizure,2020-05-01
MOR35870,1. Seizure,2021-05-21
MOR52036,1. Seizure,2023-08-21
MOR41829,1. Seizure,2017-03-01
MOR27970,1. Seizure,2020-02-01
MOR32165,1. Seizure,2020-05-22
MOR5603,2. Poaching / Illegal Harvesting,2016-01-20
MOR37096,9. Enforcement Action / Prosecution,2021-06-23
MOR41052,2. Poaching / Illegal Harvesting,2017-01-07
MOR52412,2. Poaching / Illegal Harvesting,2023-09-13
MOR5595,1. Seizure,2015-09-01
MOR10832,1. Seizure,2017-10-17
MOR10046,1. Seizure,2017-08-24
MOR47369,1. Seizure,2022-11-01
MOR15396,1. Seizure,2018-05-01
MOR36477,1. Seizure,2016-06-01
MOR13338,1. Seizure,2017-10-27
MOR33988,1. Seizure,2020-02-08
MOR32084,1. Seizure,2020-11-17
MOR41066,2. Poaching / Illegal Harvesting,2015-12-09
MOR14733,1. Seizure,2018-02-12
MOR12328,1. Seizure,2016-04-07
MOR32981,1. Seizure,2021-02-05
MOR44310,2. Poaching / Illegal Harvesting,2021-06-25
MOR15562,1. Seizure,2016-02-24
MOR5363,1. Seizure,2016-06-14
MOR34948,5. Animal Injury / Mortality / Welfare,2021-04-16
MOR44217,1. Seizure,2022-05-01
MOR17021,1. Seizure,2018-04-24
MOR32593,2. Poaching / Illegal Harvesting,2021-01-20
MOR36952,1. Seizure,2021-07-09
MOR39835,1. Seizure,2017-01-27
MOR5762,1. Seizure,2015-07-01
MOR37194,2. Poaching / Illegal Harvesting,2021-03-23
MOR29064,1. Seizure,2020-06-19
MOR7099,1. Seizure,2015-06-02
MOR36187,1. Seizure,2021-06-09
MOR17521,1. Seizure,2015-01-16
MOR36038,1. Seizure,2016-10-19
MOR28955,1. Seizure,2018-09-01
MOR31723,1. Seizure,2020-03-06
MOR48382,1. Seizure,2022-12-19
MOR25799,1. Seizure,2019-10-15
MOR10249,1. Seizure,2017-03-09
MOR26661,2. Poaching / Illegal Harvesting,2017-01-06
MOR54575,1. Seizure,2023-12-01
MOR8102,2. Poaching / Illegal Harvesting,2016-12-20
MOR50494,1. Seizure,2021-09-25
MOR29690,1. Seizure,2015-03-22
MOR10329,1. Seizure,2017-09-24
MOR2858,1. Seizure,2015-04-19
MOR54894,1. Seizure,2024-01-01
MOR5289,1. Seizure,2016-05-30
MOR30335,1. Seizure,2020-09-01
MOR8115,1. Seizure,2015-05-11
MOR50049,1. Seizure,2022-11-01
MOR33264,1. Seizure,2015-02-28
MOR28201,1. Seizure,2019-01-29
MOR28755,5. Animal Injury / Mortality / Welfare,2015-03-09
MOR44362,5. Animal Injury / Mortality / Welfare,2021-04-24
MOR35915,1. Seizure,2015-03-23
MOR42019,1. Seizure,2015-08-10
MOR29021,1. Seizure,2018-11-20
MOR42448,1. Seizure,2022-03-04
MOR15558,1. Seizure,2016-08-09
MOR47331,1. Seizure,2022-10-07
MOR39619,1. Seizure,2016-03-01
MOR25575,1. Seizure,2018-03-04
MOR30500,1. Seizure,2020-01-09
MOR54715,1. Seizure,2023-12-18
MOR50368,1. Seizure,2023-05-01
MOR10842,3. Smuggling / Illegal Trade (not elsewhere included),2017-05-31
MOR41305,1. Seizure,2021-11-18
MOR31398,1. Seizure,2020-03-13
MOR25312,1. Seizure,2015-05-19
MOR12188,1. Seizure,2017-09-05
MOR42444,1. Seizure,2022-01-25
MOR44779,1. Seizure,2021-08-27
MOR27778,1. Seizure,2020-03-18
MOR36825,1. Seizure,2017-05-01
MOR31964,1. Seizure,2015-09-30
MOR25039,1. Seizure,2016-08-03
MOR2704,1. Seizure,2015-02-27
MOR30605,1. Seizure,2020-03-04
MOR12105,1. Seizure,2017-05-01
MOR44986,1. Seizure,2022-06-01
MOR9857,1. Seizure,2015-12-27
MOR36039,1. Seizure,2016-09-08
MOR34433,1. Seizure,2020-01-07
MOR19206,2. Poaching / Illegal Harvesting,2016-04-21
MOR52399,2. Poaching / Illegal Harvesting,2023-10-05
MOR26641,2. Poaching / Illegal Harvesting,2015-05-25
MOR40432,1. Seizure,2021-07-13
MOR16063,1. Seizure,2018-06-28
MOR36005,1. Seizure,2015-12-18
MOR4848,1. Seizure,2016-04-01
MOR55124,2. Poaching / Illegal Harvesting,2016-08-01
MOR33850,1. Seizure,2020-03-17
MOR33629,1. Seizure,2020-01-01
MOR20638,1. Seizure,2015-08-01
MOR33496,1. Seizure,2020-01-01
MOR37939,1. Seizure,2021-06-11
MOR23446,1. Seizure,2019-06-01
MOR7859,1. Seizure,2016-05-18
MOR8822,2. Poaching / Illegal Harvesting,2016-11-09
MOR12910,1. Seizure,2017-08-01
MOR34365,1. Seizure,2017-06-11
MOR8268,1. Seizure,2017-03-05
MOR33917,1. Seizure,2020-01-11
MOR30498,1. Seizure,2020-04-24
MOR32330,1. Seizure,2019-06-30
MOR15527,1. Seizure,2016-12-20
MOR50943,1. Seizure,2023-06-26
MOR43915,1. Seizure,2022-03-06
MOR7932,1. Seizure,2016-10-27
MOR26705,9. Enforcement Action / Prosecution,2017-03-14
MOR39584,1. Seizure,2021-09-23
MOR42741,1. Seizure,2021-09-25
MOR55338,1. Seizure,2024-01-06
MOR27919,1. Seizure,2019-05-13
MOR25366,1. Seizure,2015-12-23
MOR27481,1. Seizure,2018-06-21
MOR23427,1. Seizure,2017-02-18
MOR37161,1. Seizure,2021-02-09
MOR32366,1. Seizure,2019-09-01
MOR37407,1. Seizure,2021-01-09
MOR37270,1. Seizure,2021-03-04
MOR50465,1. Seizure,2023-07-01
MOR26902,1. Seizure,2015-03-25
MOR18592,1. Seizure,2016-12-20
MOR39989,1. Seizure,2016-08-01
MOR31831,1. Seizure,2020-12-16
MOR49892,1. Seizure,2022-06-10
MOR49754,1. Seizure,2023-02-12
MOR25970,1. Seizure,2019-10-17
MOR50202,1. Seizure,2023-06-28
MOR47507,9. Enforcement Action / Prosecution,2015-03-19
MOR31413,1. Seizure,2020-10-11
MOR8054,1. Seizure,2017-02-28
MOR31661,1. Seizure,2016-12-22
MOR28132,1. Seizure,2019-11-06
MOR37602,1. Seizure,2021-07-17
MOR3262,1. Seizure,2015-08-25
MOR21465,1. Seizure,2019-06-12
MOR42946,1. Seizure,2021-04-11
MOR10176,1. Seizure,2017-02-13
MOR25354,1. Seizure,2015-11-06
MOR30692,1. Seizure,2020-07-06
MOR43767,1. Seizure,2022-04-30
MOR27123,1. Seizure,2020-01-17
MOR49449,1. Seizure,2021-11-10
MOR38378,1. Seizure,2021-09-14
MOR30416,1. Seizure,2020-10-15
MOR15657,1. Seizure,2017-09-17
MOR49147,1. Seizure,2023-02-12
MOR30569,1. Seizure,2019-12-20
MOR15011,1. Seizure,2018-07-18
MOR30104,1. Seizure,2020-08-31
MOR15002,1. Seizure,2018-08-08
MOR8798,1. Seizure,2017-04-22
MOR28378,1. Seizure,2019-03-26
MOR28388,1. Seizure,2019-04-20
MOR33896,1. Seizure,2020-01-26
MOR41781,1. Seizure,2022-02-01
MOR13023,1. Seizure,2016-10-20
MOR32926,1. Seizure,2021-01-16
MOR41320,1. Seizure,2021-11-25
MOR34104,1. Seizure,2021-03-26
MOR41867,1. Seizure,2017-04-01
MOR28148,1. Seizure,2019-10-20
MOR29422,1. Seizure,2016-07-24
MOR51293,1. Seizure,2023-09-01
MOR28213,1. Seizure,2019-02-15
MOR28660,1. Seizure,2019-02-25
MOR41685,1. Seizure,2021-08-12
MOR48894,1. Seizure,2021-11-01
MOR10643,1. Seizure,2017-08-16
MOR5328,1. Seizure,2016-05-14
MOR10226,1. Seizure,2017-03-31
MOR11732,1. Seizure,2015-03-10
MOR28438,1. Seizure,2019-08-01
MOR42168,1. Seizure,2021-08-03
MOR5007,1. Seizure,2016-05-12
MOR38931,2. Poaching / Illegal Harvesting,2021-10-11
MOR44279,1. Seizure,2021-11-29
MOR44232,1. Seizure,2022-06-01
MOR28663,1. Seizure,2019-12-12
MOR26518,1. Seizure,2019-12-09
MOR26572,9. Enforcement Action / Prosecution,2016-02-22
MOR26590,2. Poaching / Illegal Harvesting,2016-04-18
MOR27932,1. Seizure,2019-08-13
MOR41773,1. Seizure,2016-11-01
MOR30745,1. Seizure,2020-07-27
MOR4999,1. Seizure,2016-04-17
MOR25995,1. Seizure,2019-10-29
MOR29190,1. Seizure,2020-05-20
MOR10025,1. Seizure,2016-09-27
MOR15673,1. Seizure,2018-08-09
MOR14201,1. Seizure,2018-06-01
MOR32929,1. Seizure,2021-01-16
MOR7963,1. Seizure,2017-02-08
MOR49625,1. Seizure,2023-05-04
MOR45055,1. Seizure,2021-11-09
MOR8225,1. Seizure,2017-04-15
MOR39383,1. Seizure,2021-10-29
MOR26652,2. Poaching / Illegal Harvesting,2015-07-16
MOR49382,2. Poaching / Illegal Harvesting,2021-08-06
MOR30289,1. Seizure,2020-07-07
MOR28806,1. Seizure,2020-05-20
MOR10019,1. Seizure,2015-06-16
MOR33580,1. Seizure,2020-04-23
MOR18945,1. Seizure,2019-03-22
MOR14994,1. Seizure,2018-02-13
MOR26275,1. Seizure,2018-12-05
MOR5549,5. Animal Injury / Mortality / Welfare,2016-02-21
MOR26699,2. Poaching / Illegal Harvesting,2015-09-11
MOR41499,2. Poaching / Illegal Harvesting,2016-11-03
MOR38011,2. Poaching / Illegal Harvesting,2021-08-31
MOR30425,1. Seizure,2018-06-29
MOR13080,1. Seizure,2018-03-07
MOR26304,1. Seizure,2018-12-01
MOR48300,1. Seizure,2022-12-10
MOR6634,1. Seizure,2016-08-31
MOR32928,1. Seizure,2021-01-16
MOR5733,1. Seizure,2015-01-12
MOR28169,1. Seizure,2019-01-01
MOR5774,1. Seizure,2015-11-23
MOR14127,1. Seizure,2018-03-17
MOR52466,1. Seizure,2022-07-21
MOR38291,1. Seizure,2017-07-01
MOR3346,1. Seizure,2015-10-25
MOR15927,1. Seizure,2018-01-12
MOR29083,1. Seizure,2020-06-06
MOR44026,1. Seizure,2022-01-14
MOR27250,1. Seizure,2019-06-07
MOR31638,1. Seizure,2018-06-01
MOR49714,1. Seizure,2023-05-11
MOR11598,1. Seizure,2017-06-10
MOR48896,1. Seizure,2022-05-06
MOR22918,3. Smuggling / Illegal Trade (not elsewhere included),2017-01-01
MOR35935,1. Seizure,2015-04-23
MOR30390,1. Seizure,2020-10-18
MOR12241,1. Seizure,2018-01-10
MOR26125,1. Seizure,2019-11-17
MOR56016,1. Seizure,2024-02-01
MOR35947,1. Seizure,2015-07-22
MOR33684,1. Seizure,2020-03-19
MOR35828,1. Seizure,2015-01-01
MOR5499,1. Seizure,2016-01-04
MOR10875,10. Organised Crime,2017-09-24
MOR29779,1. Seizure,2018-06-04
MOR19227,1. Seizure,2019-01-05
MOR5630,2. Poaching / Illegal Harvesting,2016-06-03
MOR28432,1. Seizure,2019-07-07
MOR26051,1. Seizure,2019-11-08
MOR44926,1. Seizure,2022-06-19
MOR30761,1. Seizure,2017-08-01
MOR13718,1. Seizure,2018-04-01
MOR44053,1. Seizure,2021-12-17
MOR31901,1. Seizure,2016-03-16
MOR31295,1. Seizure,2018-10-21
MOR15647,1. Seizure,2018-03-10
MOR51463,2. Poaching / Illegal Harvesting,2023-09-16
MOR2900,1. Seizure,2015-05-21
MOR35885,1. Seizure,2016-02-26
MOR10616,1. Seizure,2015-11-04
MOR18775,2. Poaching / Illegal Harvesting,2016-05-02
MOR45955,1. Seizure,2022-06-01
MOR45120,1. Seizure,2022-06-01
MOR15666,1. Seizure,2017-11-21
MOR47804,1. Seizure,2022-10-11
MOR38917,1. Seizure,2021-09-19
MOR13737,1. Seizure,2018-04-22
MOR12349,1. Seizure,2018-01-03
MOR5556,1. Seizure,2016-07-04
MOR38877,1. Seizure,2021-10-05
MOR30464,1. Seizure,2020-05-24
MOR10254,1. Seizure,2017-03-11
MOR14741,1. Seizure,2018-04-25
MOR14600,1. Seizure,2016-04-10
MOR34740,1. Seizure,2021-04-20
MOR35472,1. Seizure,2021-02-07
MOR15571,1. Seizure,2016-05-07
MOR34458,1. Seizure,2020-02-11
MOR4828,1. Seizure,2016-04-15
MOR14136,1. Seizure,2018-03-01
MOR26314,1. Seizure,2018-10-01
MOR52054,1. Seizure,2023-02-02
MOR22916,1. Seizure,2019-07-21
MOR48699,1. Seizure,2021-01-01
MOR29632,1. Seizure,2015-04-07
MOR35095,1. Seizure,2016-01-02
MOR39516,1. Seizure,2021-01-01
MOR28252,1. Seizure,2019-01-01
MOR42429,1. Seizure,2022-02-08
MOR4364,1. Seizure,2016-04-07
MOR32212,1. Seizure,2021-01-09
MOR32176,1. Seizure,2020-12-28
MOR26258,1. Seizure,2018-12-01
MOR34378,1. Seizure,2019-12-19
MOR36482,1. Seizure,2021-03-20
MOR14837,1. Seizure,2016-12-29
MOR41075,1. Seizure,2015-12-30
MOR40837,9. Enforcement Action / Prosecution,2021-10-01
MOR25604,1. Seizure,2018-08-11
MOR28685,1. Seizure,2019-11-04
MOR14150,1. Seizure,2018-03-20
MOR28415,1. Seizure,2020-04-24
MOR17671,1. Seizure,2015-04-29
MOR30790,1. Seizure,2020-01-12
MOR20708,1. Seizure,2019-04-15
MOR15515,1. Seizure,2016-03-28
MOR27667,1. Seizure,2020-02-26
MOR15843,1. Seizure,2016-12-14
MOR28623,1. Seizure,2019-03-06
MOR49753,1. Seizure,2023-03-05
MOR44114,1. Seizure,2022-04-01
MOR26574,1. Seizure,2019-11-18
MOR30065,1. Seizure,2018-03-04
MOR51030,1. Seizure,2022-06-01
MOR13273,1. Seizure,2018-03-30
MOR18166,1. Seizure,2017-02-09
MOR5777,1. Seizure,2015-12-15
MOR53323,1. Seizure,2023-11-09
MOR36599,9. Enforcement Action / Prosecution,2016-11-06
MOR55817,1. Seizure,2024-01-01
MOR30801,1. Seizure,2018-05-18
MOR10079,1. Seizure,2016-05-24
MOR37363,1. Seizure,2021-06-01
MOR13766,1. Seizure,2016-01-28
MOR43489,1. Seizure,2022-05-07
MOR15615,1. Seizure,2016-02-06
MOR42893,1. Seizure,2022-04-08
MOR25043,1. Seizure,2016-01-27
MOR37413,1. Seizure,2021-03-07
MOR26139,1. Seizure,2018-09-12
MOR12161,1. Seizure,2017-06-11
MOR8132,1. Seizure,2017-03-20
MOR5746,1. Seizure,2016-03-15
MOR40407,1. Seizure,2021-11-09
MOR50501,2. Poaching / Illegal Harvesting,2015-03-20
MOR30644,1. Seizure,2020-01-08
MOR27410,1. Seizure,2019-09-27
MOR12164,1. Seizure,2017-09-26
MOR7068,1. Seizure,2015-02-10
MOR52293,1. Seizure,2022-08-02
MOR44681,1. Seizure,2021-01-10
MOR28609,1. Seizure,2019-09-05
MOR29489,1. Seizure,2020-01-01
MOR15474,1. Seizure,2017-09-26
MOR14118,9. Enforcement Action / Prosecution,2016-12-15
MOR42408,1. Seizure,2021-07-01
MOR32931,1. Seizure,2021-01-15
MOR46902,1. Seizure,2022-10-12
MOR41821,1. Seizure,2017-02-01
MOR4835,1. Seizure,2016-03-09
MOR13395,1. Seizure,2018-03-05
MOR31414,1. Seizure,2020-10-12
MOR14520,1. Seizure,2017-04-12
MOR25328,1. Seizure,2015-07-21
MOR32927,1. Seizure,2021-01-18
MOR54629,1. Seizure,2023-11-01
MOR13871,1. Seizure,2017-05-24
MOR12130,9. Enforcement Action / Prosecution,2017-08-22
MOR37164,1. Seizure,2021-05-24
MOR39577,1. Seizure,2021-10-27
MOR44822,1. Seizure,2022-05-01
MOR34310,1. Seizure,2018-06-25
MOR28133,1. Seizure,2019-11-21
MOR14101,1. Seizure,2017-10-01
MOR44066,2. Poaching / Illegal Harvesting,2021-11-01
MOR26588,2. Poaching / Illegal Harvesting,2016-02-22
MOR17891,1. Seizure,2016-11-05
MOR36010,1. Seizure,2016-09-15
MOR25210,1. Seizure,2019-09-27
MOR11620,1. Seizure,2017-11-15
MOR48568,1. Seizure,2022-09-10
MOR41264,2. Poaching / Illegal Harvesting,2015-07-13
MOR54587,1. Seizure,2024-01-09
MOR39926,1. Seizure,2016-09-01
MOR30459,1. Seizure,2020-06-25
MOR44119,1. Seizure,2022-03-01
MOR16142,1. Seizure,2018-07-30
MOR49488,1. Seizure,2021-07-24
MOR45166,2. Poaching / Illegal Harvesting,2021-08-03
MOR46023,1. Seizure,2021-01-09
MOR14385,1. Seizure,2018-06-06
MOR11315,1. Seizure,2015-12-21
MOR14234,1. Seizure,2016-03-01
MOR8806,2. Poaching / Illegal Harvesting,2017-03-06
MOR15656,1. Seizure,2017-10-02
MOR37143,1. Seizure,2021-07-01
MOR13048,1. Seizure,2018-02-26
MOR15099,1. Seizure,2016-07-20
MOR37258,1. Seizure,2021-03-05
MOR15635,1. Seizure,2017-10-31
MOR52076,1. Seizure,2016-01-26
MOR21683,1. Seizure,2019-06-23
MOR12247,1. Seizure,2018-01-10
MOR45400,1. Seizure,2022-03-28
MOR25967,1. Seizure,2019-04-09
MOR28872,1. Seizure,2016-06-14
MOR22339,1. Seizure,2019-04-17
MOR42954,1. Seizure,2021-04-15
MOR45094,1. Seizure,2022-01-27
MOR17847,1. Seizure,2018-04-28
MOR33209,1. Seizure,2019-12-24
MOR49618,1. Seizure,2023-05-07
MOR50522,1. Seizure,2022-02-05
MOR39700,1. Seizure,2021-11-10
MOR49340,1. Seizure,2021-07-29
MOR33685,1. Seizure,2020-01-08
MOR31452,1. Seizure,2020-07-27
MOR12924,1. Seizure,2018-02-18
MOR37401,1. Seizure,2021-07-20
MOR46907,1. Seizure,2022-08-04
MOR28401,1. Seizure,2019-03-26
MOR30138,1. Seizure,2020-09-09
MOR31649,1. Seizure,2020-08-15
MOR20863,1. Seizure,2018-11-09
MOR48536,1. Seizure,2022-12-01
MOR27362,2. Poaching / Illegal Harvesting,2015-01-01
MOR36352,1. Seizure,2021-04-21
MOR13869,1. Seizure,2017-10-11
MOR27950,1. Seizure,2020-03-31
MOR41859,1. Seizure,2017-03-01
MOR23098,1. Seizure,2019-07-09
MOR43355,1. Seizure,2022-01-21
MOR14203,1. Seizure,2018-04-01
MOR30881,1. Seizure,2020-01-24
MOR25018,1. Seizure,2019-09-01
MOR20815,1. Seizure,2019-01-09
MOR25133,1. Seizure,2019-07-28
MOR27933,1. Seizure,2020-01-01
MOR27368,1. Seizure,2019-07-17
MOR12033,9. Enforcement Action / Prosecution,2017-07-06
MOR43850,1. Seizure,2021-01-04
MOR36935,1. Seizure,2021-07-10
MOR26697,2. Poaching / Illegal Harvesting,2017-04-13
MOR36003,1. Seizure,2015-10-01
MOR3456,1. Seizure,2016-01-06
MOR27668,1. Seizure,2018-07-12
MOR45347,1. Seizure,2022-07-10
MOR28288,1. Seizure,2020-01-18
MOR8908,1. Seizure,2017-05-29
MOR29001,1. Seizure,2017-01-01
MOR35301,1. Seizure,2021-05-04
MOR11107,1. Seizure,2016-07-23
MOR30895,9. Enforcement Action / Prosecution,2017-01-03
MOR45176,1. Seizure,2021-05-01
MOR39293,1. Seizure,2021-10-22
MOR30783,1. Seizure,2019-10-15
MOR50652,1. Seizure,2023-07-20
MOR39951,1. Seizure,2021-02-01
MOR51076,1. Seizure,2022-07-07
MOR28678,1. Seizure,2019-08-25
MOR48860,1. Seizure,2022-11-27
MOR42197,1. Seizure,2021-09-07
MOR27321,1. Seizure,2019-05-17
MOR53991,1. Seizure,2023-12-12
MOR7758,1. Seizure,2016-11-30
MOR31227,1. Seizure,2020-09-27
MOR30780,1. Seizure,2020-09-01
MOR52332,1. Seizure,2023-10-01
MOR10273,1. Seizure,2017-07-14
MOR29115,1. Seizure,2017-03-30
MOR21272,2. Poaching / Illegal Harvesting,2016-07-26
MOR18186,1. Seizure,2017-01-01
MOR28426,1. Seizure,2019-07-22
MOR17660,1. Seizure,2015-10-22
MOR30342,9. Enforcement Action / Prosecution,2017-04-07
MOR38978,1. Seizure,2021-10-10
MOR31470,1. Seizure,2020-11-28
MOR25574,1. Seizure,2018-03-03
MOR39640,1. Seizure,2021-09-21
MOR52297,1. Seizure,2022-05-18
MOR25242,1. Seizure,2017-05-01
MOR49541,2. Poaching / Illegal Harvesting,2021-11-11
MOR44132,9. Enforcement Action / Prosecution,2021-10-31
MOR25618,1. Seizure,2018-09-24
MOR13275,1. Seizure,2018-03-29
MOR12011,1. Seizure,2017-07-10
MOR28460,1. Seizure,2019-04-20
MOR37545,1. Seizure,2021-08-01
MOR36167,1. Seizure,2021-04-06
MOR18456,1. Seizure,2015-03-12
MOR37162,1. Seizure,2021-03-01
MOR31550,1. Seizure,2020-11-13
MOR7749,2. Poaching / Illegal Harvesting,2016-02-01
MOR44981,1. Seizure,2022-07-01
MOR48046,1. Seizure,2022-12-01
MOR37328,1. Seizure,2021-05-01
MOR7080,1. Seizure,2015-04-07
MOR18301,1. Seizure,2017-04-11
MOR28603,1. Seizure,2020-05-01
MOR36043,1. Seizure,2021-06-02
MOR19011,1. Seizure,2019-03-24
MOR2880,1. Seizure,2015-05-01
MOR11370,1. Seizure,2017-10-23
MOR31394,1. Seizure,2020-04-05
MOR20826,1. Seizure,2019-01-25
MOR49490,1. Seizure,2021-08-24
MOR8070,1. Seizure,2016-11-09
MOR26563,1. Seizure,2019-12-09
MOR27930,1. Seizure,2019-09-01
MOR33260,1. Seizure,2020-03-30
MOR14068,1. Seizure,2018-05-01
MOR29000,1. Seizure,2020-04-17
MOR7943,1. Seizure,2016-11-25
MOR28315,1. Seizure,2019-09-06
MOR3466,1. Seizure,2016-01-07
MOR52205,1. Seizure,2022-09-10
MOR31217,1. Seizure,2020-10-01
MOR55140,1. Seizure,2023-11-12
MOR27423,1. Seizure,2020-01-06
MOR10287,1. Seizure,2017-09-13
MOR45042,1. Seizure,2021-11-29
MOR30395,2. Poaching / Illegal Harvesting,2016-08-01
MOR41268,2. Poaching / Illegal Harvesting,2015-08-02
MOR54698,1. Seizure,2024-01-13
MOR30486,1. Seizure,2020-03-03
MOR27260,1. Seizure,2019-03-22
MOR15720,1. Seizure,2017-04-21
MOR25308,1. Seizure,2015-04-23
MOR45029,1. Seizure,2022-01-06
MOR27982,1. Seizure,2020-03-31
MOR31698,1. Seizure,2019-12-01
MOR52135,1. Seizure,2023-08-29
MOR52470,1. Seizure,2022-07-01
MOR12943,1. Seizure,2018-01-10
MOR21184,1. Seizure,2016-03-30
MOR11609,1. Seizure,2017-07-07
MOR31597,1. Seizure,2019-04-01
MOR55458,1. Seizure,2024-02-07
MOR56091,1. Seizure,2024-01-25
MOR36035,1. Seizure,2016-12-11
MOR13382,1. Seizure,2017-10-01
MOR43255,1. Seizure,2021-04-26
MOR20709,1. Seizure,2018-08-01
MOR52300,1. Seizure,2021-09-01
MOR33826,1. Seizure,2020-02-05
MOR10034,1. Seizure,2017-02-10
MOR49671,1. Seizure,2023-04-05
MOR39811,1. Seizure,2021-11-12
MOR25743,1. Seizure,2017-03-23
MOR46444,1. Seizure,2016-08-24
MOR48551,1. Seizure,2022-06-23
MOR25605,1. Seizure,2018-08-15
MOR54654,1. Seizure,2023-12-01
MOR26311,1. Seizure,2018-12-12
MOR15624,1. Seizure,2017-11-02
MOR43044,1. Seizure,2022-02-11
MOR9777,2. Poaching / Illegal Harvesting,2017-05-29
MOR44793,1. Seizure,2022-06-24
MOR49384,2. Poaching / Illegal Harvesting,2021-10-17
MOR49214,1. Seizure,2023-03-01
MOR30662,1. Seizure,2016-01-23
MOR10291,1. Seizure,2017-09-20
MOR41740,1. Seizure,2022-02-15
MOR37254,1. Seizure,2021-02-26
MOR51236,1. Seizure,2023-09-06
MOR45979,1. Seizure,2022-05-01
MOR40014,2. Poaching / Illegal Harvesting,2015-07-09
MOR27311,1. Seizure,2019-05-01
MOR45213,1. Seizure,2021-01-12
MOR39620,1. Seizure,2016-03-01
MOR4388,1. Seizure,2016-02-23
MOR51240,1. Seizure,2023-08-01
MOR37155,1. Seizure,2021-05-02
MOR42143,1. Seizure,2021-12-13
MOR45060,2. Poaching / Illegal Harvesting,2021-10-24
MOR14885,1. Seizure,2015-07-30
MOR21440,1. Seizure,2019-06-03
MOR50376,1. Seizure,2023-03-10
MOR28652,1. Seizure,2019-01-04
MOR10977,1. Seizure,2015-09-14
MOR39806,1. Seizure,2021-11-12
MOR49749,1. Seizure,2022-05-05
MOR35876,1. Seizure,2015-10-05
MOR30739,1. Seizure,2020-10-25
MOR49491,1. Seizure,2023-05-07
MOR46913,1. Seizure,2022-09-15
MOR1115,2. Poaching / Illegal Harvesting,2015-03-05
MOR43521,1. Seizure,2022-03-28
MOR28921,1. Seizure,2016-09-01
MOR15686,1. Seizure,2018-08-22
MOR37903,1. Seizure,2021-08-26
MOR10268,1. Seizure,2016-10-03
MOR42226,1. Seizure,2015-09-27
MOR30802,1. Seizure,2020-01-15
MOR25235,1. Seizure,2019-03-26
MOR4290,1. Seizure,2015-09-13
MOR36030,1. Seizure,2021-05-19
MOR31449,1. Seizure,2020-07-01
MOR26808,1. Seizure,2020-01-06
MOR42097,1. Seizure,2021-08-12
MOR42045,1. Seizure,2022-02-23
MOR49393,1. Seizure,2021-09-19
MOR6607,1. Seizure,2016-02-20
MOR30478,1. Seizure,2020-06-18
MOR7975,1. Seizure,2016-11-18
MOR31315,1. Seizure,2017-05-01
MOR42233,1. Seizure,2017-03-01
MOR49695,2. Poaching / Illegal Harvesting,2023-04-01
MOR25112,1. Seizure,2019-09-01
MOR26749,1. Seizure,2016-01-29
MOR28964,1. Seizure,2018-10-01
MOR35334,1. Seizure,2021-03-02
MOR33339,1. Seizure,2021-02-26
MOR49729,1. Seizure,2023-06-03
MOR4262,1. Seizure,2016-03-21
MOR15018,1. Seizure,2018-06-18
MOR48340,1. Seizure,2023-01-01
MOR14222,1. Seizure,2018-03-26
