report_id,subject,transport_mode,detection
MOR49128,"timber seized in Dak Dro Commune, Dak Nong Province - 4 arrested",Land - Vehicle,Operation
MOR49130,"162 sawn wood pieces (2.7 m3) seized along Highway 14C, Ha Giang Province",Land - Vehicle,
MOR49131,"19 sawn wood pieces (0.28 m3) seized from vehicle in Thuan Hoa Commune, Ha Giang Province",Land - Vehicle,Routine Inspection
MOR49138,"acacia wood seized from residence in Tra Son Commune, Quang Nam Province - 1 suspect",,
MOR49172,"31.5 m3 firewood seized in Chu Prong, Gia Lai",Land - Vehicle,
MOR49314,"tusks, worked ivory & elephant bones in Kotagiri, Tamil Nadu - 1 arrested",,Operation
MOR49337,"1 worked tusk seized from antique shop in Terni, Umbria",,
MOR49338,"20 worked ivory items seized in Pissignano, Umbria",,
MOR49340,"2 tusks seized from residence in Varazze, Liguria",,
MOR49341,"1 worked tusk seized from farm in Stefanaconi, Calabria",,
MOR49342,elephant skin shoes displayed on TV,,
MOR49380,1 elephant poached in Mount Kenya National Park,,
MOR49381,"1 elephant shot in Ol Donyiro, Laikipia - survived",,
MOR49382,1 elephant poached in Tsavo East National Park,,
MOR49383,1 elephant speared in Siana Conservancy,,Routine Inspection
MOR49395,256 ivory pieces seized from birdcage in Singapore,,Operation
MOR49439,13 ivory discs seized at Juba International Airport,Air,Dogs
MOR49440,12 ivory pieces seized from antique fair in Madrid,,Routine Inspection
MOR49454,3 swords inlayed with ivory seized in Taiwan,,
MOR49462,2 tusks seized from residence in Thailand,,
MOR49464,1 common buzzard poisoned in Vojvodina,,
MOR49471,1 red fox poisoned in South Aegean,,
MOR49485,ivory seized in Oyam - 1 soldier arrested,Land - Vehicle,Intelligence
MOR49486,32 kg hippo teeth seized in Kiryandongo - 2 arrested,,
MOR49487,"19 elephant teeth (5.4 kg) seized in Kasese, Western Uganda - 1 arrested",,Intelligence
MOR49488,"2 ivory pieces (10 kg) & 34 hippo teeth seized in Hoima District, Western Region - 2 suspect",,Intelligence
MOR49489,elephant fat & penis seized in Western Region - 1 arrested,,
MOR49490,2 tusks (31 kg) seized in Western Region - suspects arrested,,Intelligence
MOR49499,ivory items seized from residence in Indiana - 1 arrested,,
MOR49518,4 golden eagles & grey wolves poisoned in Central Macedonia,,
MOR49535,"237 wood logs (9.5 m3) seized in Bao Thang District, Lao Cai Province",,
MOR49547,3 beech martens poisoned in Crete,,
MOR49613,"10 m3 timber planks seized in Dolisie, Niari",Land - Train,
MOR49788,Uganda Kob head and legs seized in Murchison Falls National Park  - 1 convicted,,
MOR49800,"Warthog meat and 4 legs seized in Murchison Falls National Park, Oyam - 1 convicted",,
MOR49803,Waterbuck meat seized in Nwoya District - 1 convicted,,
MOR49867,"4 pieces of Ivory seized in Kamdini, Oyam District - 1 convicted",,
MOR49872,"2 pieces of Elephant tusks (18.8 kg) seized in Kamwenge District, Western Region - 3 convicted",,
MOR49893,"34 hippopotamus teeth and Jaws 11.2 and 1.6 kgs seized in Hoima City, Hoima District - 1 convicted",,
MOR49905,12 pieces of elephant ivory (74.18 kg) seized in Wakiso District - 2 convicted,,
MOR49979,1 red fox poisoned in Western Macedonia,,
MOR50257,"44 logs seized in Pasai Siong, Sarawak - 2 convicted",Land - Vehicle,
MOR50425,"19 pieces of ivory (5.4 kg) seized in Burambira village, Kasese district - 1 convicted",,
MOR50456,"1 hippopotamus tooth (2.46 kg) seized in Kawempe Tula, Kampala district - 2 cautioned",,
MOR50523,"1 dwarf crocodile skin seized in Akuridya village, Oyam district - 1 convicted",,
MOR50591,1 common buzzard poisoned in South Aegean,,
MOR50611,1 Eurasian griffon poisoned in Western Greece,,
MOR50618,1 Eurasian griffon poisoned in Central Greece,,
MOR50626,1 common buzzard poisoned in Epirus,,
MOR50812,3 agarwood statues seized at Shekou Port,,
MOR50815,"0.82 kg wooden jewellery seized in Suzhou, Jiangsu",,
MOR50819,"93 wooden bracelets (11 kg) seized in Shenzhen, Guangdong",,
MOR51971,"412 ft of Acacia mangium lumber seized in Barangay Molos, Zamboanga del Norte - 4 arrested",Land - Vehicle,Operation
MOR52055,"29.97 m3 of wood logs from Roxinho and Angico seized on BR-010, Dom Eliseu",Land - Vehicle,
MOR52072,"10.22 m3 of wood seized on BR 230, Anapú ",Land - Vehicle,
MOR52085,82 logs from various species felled and seized in Puerto Mado,,Intelligence
MOR52086,29 logs seized in Línea Caraguatay - 2 arrested,,Intelligence
MOR52137,"13.52 m3 of wood seized on BR-316, Cachoeira do Piriá, Para - 1 fined",Land - Vehicle,Routine Inspection
MOR52153,"35 m3 of red angelim logs seized on BR-230, Altamira, Para",Land - Vehicle,Routine Inspection
MOR52261,"6 mangrove logs seized in Gubat, Sorsogon - 2 arrested",Land - Foot,Intelligence
MOR52263,"21,000 narra wood tiles seized in Alinam, Isabela Province - 2 arrested",Land - Vehicle,Intelligence
MOR52554,Illegal logging of rosewood in Alas Tunggangan - suspects arrested,,
MOR52555,"7 Sonokeling logs (0.8 m3) seized in Pamotan, Central Java - 1 arrested",Land - Vehicle,Intelligence
MOR52556,"Illegal logging of rosewood in Belo District, Bima Regency, West Nusa Tenggara",,
MOR52579,"67 m3 of sawn wood seized in Cruzeiro do Nordeste, Sertânia, Pernambuco",Land - Vehicle,
MOR52594,"1,000 lesser whistling ducks seized in Thap Phrik, Sa Kaeo Province - 1 arrested",Land - Vehicle,Targeting
MOR52710,30 kg live eels seized at Lisbon Airport,Air,
MOR52713,"30 bulbuls & 10 white-eyes seized in Hue City, Thua Thien Hue Province - 1 fined",,Intelligence
MOR52758,"2 tusks (10.4 kg) seized at Engalaweni Trading Center, Mzimba - 2 arrested",,Intelligence
MOR52808,"7,714 kg of teak timber & 2,299 kg of hardwood seized in Taungoo & Pyay Districts",,
MOR52889,"49 pieces (15.791 m3) of padauk wood seized in Huai Mek District, Kalasin - 8 arrested",Land - Vehicle,
MOR52951,"50 pieces of Burmese rosewood, 51 logs and 59 pieces of Narra timber seized in Wichian Buri District, Phetchabun",,Targeting
MOR52952,"60 large Narra logs seized at Ban Huai Hin Fon, Thep Sathit district, Chaiyaphum - 1 arrested",,Routine Inspection
MOR53202,"3,793 kg of timber seized at Yepu Checkpoint, Shan State",Land - Vehicle,
MOR53300,"39,490 kg of timber seized in Gwa Township, Rakhine State",,
MOR53301,"2,364 kg of teak timber seized in Taungoo District, Bago Region",,
MOR53302,"1,268 kg of teak & 505 kg of timber seized in Minbu District, Magway Division",,
MOR53303,"800 bags of charcoal seized in Yegyi Township, Ayeyarwady Region",,
MOR53304,"858 kg of timber seized in Maubin Township, Ayeyarwady Region",,
MOR53305,"8,164 kg of timber seized in Ingapu Township, Ayeyarwady Division",,
MOR53306,"Indian softshell turtles seized in North 24 Parganas District, West Bengal",,Intelligence
MOR53307,"1 tusk (5.5 kg) seized in Wayanad District, Kerala State - 6 arrested",Land - Vehicle,Intelligence
MOR53308,"1 pendent made from tiger claws seized in Mettupalayam, Tamil Nadu",,Intelligence
MOR53317,"70 sawnwoods (216 m3) seized on Gewat-Mungkur Village road, Linge District - 3 suspects",,Intelligence
MOR53318,"58 Indian rosewood logs seized in Wonogiri, Central Java - 3 arrested",,
MOR53323,"215 logs seized in Kuntu Darussalam Village, Kampar Regency - 1 arrested",,
MOR53324,"13 logs seized in Lipat Kain Village, Kampar Regency",Land - Vehicle,Routine Inspection
MOR53326,"65 teak logs seized in Perhutani, Central Java Province - 1 charged",Land - Vehicle,Intelligence
MOR53547,"57 kg of sea cucumber, 28 kg of fish maw & 2.2 kg of bird nest seized at Shenzhen Bay Control Point - 1 charged",Land - Vehicle,Risk Assessment
MOR53550,450 kg of shark fins seized at Hong Kong International Airport - 1 arrested,Air,
MOR53553,18 hard coral pieces (2 kg) seized at Hannover Airport - 1 suspect,Air,
MOR53554,11 coral pieces seized at Hannover Airport - 1 suspect,Air,
MOR53564,"30,000 kg of palo santo logs seized in Miraflores",Land - Vehicle,
MOR53572,Doc Antle pleads guilty to wildlife trafficking & money laundering in USA,,Investigation
MOR53579,"Logs seized from a vehicle in Diyung, Assam",Land - Vehicle,
MOR53581,"4.2 m3 of Deodar wood seized in Bhaderwah, Jammu and Kashmir - suspects fled",Land - Vehicle,Intelligence
MOR53584,"6.2 m3 of sawn teak timber seized in Mungiyakami, Tripura ",,
MOR53585,Sawn teak seized from a vehicle in Tripura ,,
MOR53586,"275 red sanders logs (5,388 kg) seized at Pedda Pannangadu check post, Tirupati, Andhra Pradesh - 5 arrested",Land - Vehicle,
MOR53595,450 kg of shark fins seized at Hong Kong International Airport - 1 arrested,Air,Routine Inspection
MOR53608,2 Asian small-clawed otters and 1 prairie dog seized at Suvarnabhumi Airport - 1 Taiwanese national arrested,Air,X-ray
MOR53611,"38 monkeys seized at Lome International Airport, Togo",Air,
MOR53647,"10 live long-tailed macaques seized in Hon Dat, Kien Giang - 1 arrested, 1 suspect",Land - Vehicle,Routine Inspection
MOR53662,"878 kg of teak & 3,276 kg of timber seized in Bago & Taungoo Districts",,
MOR53664,"340 kg of teak sawnwood seized in Nyaunglebin District, Bago Region",,
MOR53665,"505 kg of teak sawnwood seized in Sagaing Township, Sagaing Region",,
MOR53666,"497 kg of teak sawnwood seized in Ottarathiri Township, Mandalay Region",,
MOR53675,"1 elephant tusk seized in Mettupalayam, Tamil Nadu",,Operation
MOR53788,"2,917 kg of timber seized in Bago District, Bago Region",,
MOR53789,"1,348 kg of timber seized in Taungoo District, Bago Region",,
MOR53790,"11,212 kg of teak timber seized in Bago District, Bago Region",,
MOR53810,"33,900 kg of sawnwood seized at North Butterworth Container Terminal, Pulau Pinang",,Routine Inspection
MOR53991,"6,882 kg of timber seized in Taik Kyi, Yangon",,
MOR53992,"1,129 kg of teak sawnwood & 5,956 kg of timber seized in Taw-Yangon Expressway, Nay Pyi",Land - Vehicle,Routine Inspection
MOR54008,"4,001 live turtles seized at Jorge Chavez International Airport",Air,
MOR54015,"210 Tibetan antelope shawls seized in Amritsar, Punjab",,Intelligence
MOR54016,"1 tusk (1.3 kg) seized in Ajmer, Rajasthan",,Intelligence
MOR54032,"2 tusks, 3 teeth & wild boar fat seized in Palakkad, Kerala - 4 arrested",,Intelligence
MOR54033,"4 kg of pangolin scales seized on National Highway 29, Assam",,Intelligence
MOR54034,"1 sand boa seized at Moolakadai bus stop, Tamil Nadu",,Intelligence
MOR54035,"124 live rose-ringed parakeets seized in Ahmedabad, Gujarat",,Intelligence
MOR54036,"Black coral frames seized in Shahada, Maharashtra",,Intelligence
MOR54037,"1 leopard skin seized in Alibag, Maharashtra",,Intelligence
MOR54038,"2 juvenile peafowls seized in Baruipur, West Bengal",,Intelligence
MOR54135,"2,192 kg of teak seized in Kyangin, Ayeyarwady Division",,Routine Inspection
MOR54136,"2,854 kg of teak & 1,724 kg of timber seized in Lewe Township, Naypyidaw Union Territory",,
MOR54137,"5,378 kg of timer seized in Thaboung, Ayeyarwady Region",,Routine Inspection
MOR54138,"577.4 kg of timber seized in Pwintbyu Township, Magway Region",,
MOR54139,"1,025 kg of timber seized in Mindon, Magway Region",,
MOR54140,"11,569 kg of timber seized in Pakokku Township, Magway Region",,
MOR54142,"534 kg of timber seized in Minhla Township, Magway Region",,
MOR54143,"2,421 kg of timber seized in Pwintbyu & Salin Township, Magway Region",,
MOR54144,"1,247 kg of timber seized in Natmauk & Taungdwingyi Township, Magway Division",,
MOR54152,"3,026 kg of teak seized in Taungoo District, Bago Region",,
MOR54153,"3,624 kg of teak & 5,641 kg of timber seized in Htauk Kyant, Sagaing Region",,
MOR54154,"1,320 kg of teak seized in Hlegu, Yangon Region",Land - Vehicle,
MOR54156,"14 Burma padauk sheets (1.11 m3) seized in Khun Yuam, Mae Hong Son",,Operation
MOR54158,"105 redwood & padauk logs seized in Khemmarat, Ubon Ratchathani Province - 1 arrested (5 suspects)",Land - Vehicle,Intelligence
MOR54161,"17 padauk wood logs (9.60 m3) seized in ​​Prue Yai, Sisaket Province - 3 arrested",,Intelligence
MOR54172,"26 rhino carcasses & 10 horns seized in Harmony Gate Estate Ranch, Limpopo Province - 1 charged",,Intelligence
MOR54183,"18 tusks & 39 tail bangles seized in Kapani, Zambezi Region - 7 arrested",,Intelligence
MOR54187,1 live juveline chimpanzee seized in Cote d'Ivoire - 2 arrested,,
MOR54189,1 juvenile drill seized in Cameroon - 1 arrested,Land - Vehicle,
MOR54192,"2 tusks, 80 worked ivory items & 18 leopard teeth seized in Dakar, Dakar Region - 1 arrested",Land - Vehicle,
MOR54272,"3,596 kg of timber seized in Kengtung, Shan State",,
MOR54274,"7,549 kg of timber & 3,882 kg of hardwood seized in Nyaunglebin & Pyay District, Bago Region",,
MOR54275,"4,219 kg of teak, 537 kg of hardwood & 23,114 kg of timber seized in Bago District",,
MOR54276,"1,003 kg of teak timber seized in Nyaunglebin, Bago Region",,
MOR54285,"63 teak logs seized in Jajag, East Java - 2 charged",Land - Vehicle,Intelligence
MOR54291,5 pieces weigh 111.98 kg of elephant tusks seized in Kenya - 2 Suspect arrested,Land - Vehicle,
MOR54293,6 elephants poisoned in Gwayi River,,
MOR54294,"1 giraffe released from wire snare in Murchison Falls National Park, Western Region",,Intelligence
MOR54308,24 m3 of timber seized on National Route 34 - 1 suspect,Land - Vehicle,Routine Inspection
MOR54312,Swim bladders and shark fins seized at Kwai Chung Customhouse Cargo Examination Compound - 1 charged,Sea,Risk Assessment
MOR54331,"21 bulbuls, 929 turtles, 4 chameleons, 6 snakes seized from a bus in Chorakhe Bua, Bangkok - 3 charged",Land - Vehicle,Intelligence
MOR54338,"105 logs seized in Barranquitos, Chihuahua - 1 arrested",Land - Vehicle,Routine Inspection
MOR54361,"20 m3 of chestnut wood seized in Oriximiná, Para ",,Intelligence
MOR54362,"120 m3 of wood seized in Palmeirais, Piauí - 1 charged",Land - Vehicle,Routine Inspection
MOR54382,"120 pieces of padauk wood seized from a boat in Attam Pahad, Port Blair, Andaman & Nicobar",Sea,
MOR54390,"9,827 kg of teak & hardwood seized in Pegu Range",,
MOR54391,"21,000 kg of timber seized in Pegu Range",,
MOR54392,"17,000 kg of timber seized in Pegu Range",,
MOR54396,"2 dead bharals, animal parts & 102 traps seized in Dhorpatan Hunting Reserve - 3 arrested",,
MOR54401,"Timber seized in Tanaie, Khyber Pakhtunkhwa - 2 fined",Land - Vehicle,Operation
MOR54443,"6,156 kg of timber seized in Kyangin Township, Ayeyawady Division",,
MOR54444,"4,284 kg of timber seized in Yekyi Township, Ayeyarwady Division",,
MOR54446,"76 kg of teak & 10,296 kg of timber seized in Myothit Township, Magway Division",,
MOR54447,"2,455 kg of teak wood seized in Bago District, Bago Region",,
MOR54448,"4,058 kg of teak & 5,567 kg of timber seized in Tharrawaddy District, Bago Region",,
MOR54450,"Timber & 70 wood items seized in Durup, Jharkhand - 1 suspect",,Operation
MOR54452,"226,796 kg of pine logs seized in Boveda, Galicia Region - 1 suspect",Land - Vehicle,Intelligence
MOR54477,"300 kg of timber seized in Naypyidaw, Naypyidaw Union Territory",,
MOR54479,"4,710 kg of timber seized in Bago Region",,
MOR54480,"9,071 kg of rubber sawn wood seized on Phutthamonthon Sai 4 Rd, Samut Sakhon - 1 arrested",,Investigation
MOR54482,"2 elephant tusks seized in Booué, Lopé Department - 3 arrested",,
MOR54495,1 African hawk-eagle seized in Pointe Noire - 3 arrested,,
MOR54500,2 elephant tusks seized in Libreville - 1 convicted,,
MOR54502,64.5 kg of ivory seized in Kenya - 1 charged,,
MOR54504,1 young bull elephant rescued from snare,,
MOR54508,Sandalwood seized in Black River Gorges National Park - 3 arrested,Land - Vehicle,Intelligence
MOR54519,82.41 m3 of sawn wood seized in Pichincha Province,,
MOR54520,272 Spiny-tailed lizards and 391 Checkerboard worm lizards seized at Marrakech-Menara Airport - 1 suspect,Air,
MOR54528,"24 elephant tusks & 12 tails seized in Batubaja, Zambezi Region - 1 arrested",Land - Vehicle,Intelligence
MOR54534,"Timber seized in Porto Chibatao, Amazonas - 1 arrested",Land - Vehicle,Routine Inspection
MOR54535,"3.5 m3 of timber seized in Rua Adalberto Vale, Amazonas - 1 arrested",Land - Vehicle,Routine Inspection
MOR54542,800 kg of shark fins seized at Hong Kong International Airport - 1 arrested,Air,Risk Assessment
MOR54543,"1,400 kg of softshell turtles seized at Kwai Chung Customhouse Cargo Examination Compound",Sea,Risk Assessment
MOR54544,"3,2100 kg of shark skins and 140 kg of shark fins seized at Kwai Chung Customhouse Cargo Examination Compound",Sea,Risk Assessment
MOR54545,"3,100 kg of lobsters seized near Tai O, Lantau Island - suspects arrested",Sea,Operation
MOR54546,234 kg of birds nests seized at Man Kam To Control Point - 1 charged,Land - Vehicle,Risk Assessment
MOR54547,"22,679.6 kg of ipe timber seized at Port of Pecem, Ceara",Sea,
MOR54552,"16 m3 of sawn wood seized on Av. Samauma, Amazonas - 1 arrested",,Routine Inspection
MOR54575,"1,800 m3 of timber seized in Para State",,Operation
MOR54581,"82 m3 of acapu timber seized on BR-230, Para State - 1 suspect",Land - Vehicle,Routine Inspection
MOR54587,"48 timber pieces seized in Aracatuba, Sao Paulo - 1 arrested",,Intelligence
MOR54601,"40 m3 of acapu logs seized on BR-222, Para State - 1 suspect",Land - Vehicle,Routine Inspection
MOR54607,"96.41 m3 of timber seized in Vila do Caqueta, Acre State",,Operation
MOR54622,"10 m3 of timber seized in Port of Manaus, Amazonas State",Sea,
MOR54624,"16 m3 of logs seized in Xerente, Tocantins State - 3 arrested",Land - Vehicle,Operation
MOR54629,72 m3 of timber seized in Bahia State,Land - Vehicle,
MOR54653,"1,996 m3 of logs seized near Jacurutu River, Ceara State",Lake/River,Operation
MOR54654,"5 m3 of logs seized on BR-101, Bahia State - 1 suspect",Land - Vehicle,Routine Inspection
MOR54659,"Illegal logging in Park Way, Federal District - 1 arrested",,Intelligence
MOR54660,36 ivory pieces (77 kg) seized along road in Samburu County - 2 arrested,,Intelligence
MOR54661,"1 yellow-crowned parakeet, 1 yellow-bellied seedeater & 1 wooden cage seized in Ceilandia, Federal District",,Routine Inspection
MOR54665,"39 m3 of timber seized on BR-174, BR-401 & BR-432 - 9 arrested",Land - Vehicle,Operation
MOR54666,"15 m3 of sawn wood seized on BR-230, Tocantins",Land - Vehicle,Routine Inspection
MOR54668,"18.7 kg ivory seized in Rushinga District, Mashonaland Central Province - 2 arrested",,
MOR54669,"1 live pangolin (12.3 kg) & 2.7 kg of pangolin scales seized in Nangalbod Village, Odisha - 3 arrested (2 suspected)",,Intelligence
MOR54670,"6 ivory pieces seized in Maralal, Samburu - 2 arrested",,Operation
MOR54671,"1 leopard skin seized in Phatamunda Village, Odisha - 2 arrested",,Intelligence
MOR54672,"1 leopard skin seized at Border of Kalahandi and Nabarangpur, Odisha - 6 arrested",,
MOR54674,"15 tusks seized in Kapani, Zambezi Region - 2 arrested",,
MOR54678,"2 muntjacs antlers seized in Fatapukur, West Bengal - 3 arrested",Land - Vehicle,Intelligence
MOR54679,"6 antlers seized in Farabari, West Bengal - 1 arrested",,
MOR54680,"2 deer musks & 1 flying squirrel skin seized in Siliguri, West Bengal - 1 arrested",,Operation
MOR54681,"2 tusks (14.2 kg) seized in Nalhati, West Bengal - 3 arrested",Land - Vehicle,Intelligence
MOR54682,"79 lesser whistling duck carcasses seized in ​​Ban Na Lak, Wang Saphung, Wang Saphung District, Loei - 1 arrested",,Routine Inspection
MOR54695,"1 male tiger poisoned in Kagaznagar, Telengana - 3 arrested",,Investigation
MOR54698,"26.725 kg of deer meat seized behind Choudari Medical Govt.PHC, Andaman and Nicobar Islands - 1 arrested",Land - Vehicle,Intelligence
MOR54701,"10 arrested for illegal fishing in Gahirmatha Marine Sanctuary, Odisha",Sea,
MOR54704,"1 live pangolin (7.5 kg) seized in Kodinga Village, Odisha - 3 arrested",Land - Vehicle,Intelligence
MOR54710,"1 live rabbit, 1 desert fox tail & deer horns seized in Kabir Basti Village, Rajasthan - 1 arrested",,Intelligence
MOR54713,"16 leopard skins, claws & 1.5 kg of pangolin scales seized in Kurumi Village, Odisha - 2 arrested",,Intelligence
MOR54715,"Exotic birds seized in KPHB Colony, Telangana - 1 fined",,Intelligence
MOR54722,"88 sawn wood pieces seized in Atipora Sholipora, Jammu and Kashmir - 1 suspect",,Intelligence
MOR54724,"Timber seized in Kuanarpur & Haripur Village, Odisha",,Intelligence
MOR54726,"Timber seized on Ravla Forest Ridge, Rajasthan - 2 arrested",Land - Vehicle,Intelligence
MOR54727,impala meat seized in North East - 1 charged,,
MOR54729,"12 teak logs seized in Tumpalli Village, Telangana - 1 suspect",Land - Vehicle,Intelligence
MOR54730,"Logs seized in Wangparal Hills, Manipur - 5 arrested",Land - Vehicle,Intelligence
MOR54731,"Logs & sawn wood seized in Rangmala, Tripura",Land - Vehicle,
MOR54733,"Timber seized in Bhakarsahi Village & Chitalpur Village, Odisha",,
MOR54751,"83 wood pieces & 3 m3 of wooden stirrups seized in Hue, Thua Thien Hue Province - 1 arrested",Land - Vehicle,
MOR54796,"2 tusks (21.63 kg) seized in Virudhunagar district, Tamil Nadu - 4 charged",,Intelligence
MOR54800,"1 ivory piece & 2 deer horns seized in Kembanur, Tamil Nadu - 1 arrested",,Intelligence
MOR54802,"2 tusks & gaur horn trophy seized in Regent Estate, West Bengal - 1 arrested",,
MOR54808,"2 ivory pieces seized in Siliguri, West Bengal- 3 arrested",,Intelligence
MOR54809,"2 tusks (9 kg) seized in Kurathikudy, Kerala - 1 arrested",,Intelligence
MOR54810,"3 ivory pieces (7.32 kg) seized from train in Siliguri, West Bengal - 2 charged",Land - Train,Intelligence
MOR54811,2 ivory pieces (2 kg) seized in Chittagong - 1 arrested,,Intelligence
MOR54823,"3,816 kg of timber seized at Khamaukgyi Checkpoint, Taninthayi State",,
MOR54825,"1,220 kg of fish seized at Nat Tha Mee Yay Twin Kyun, Taninthayi State",,
MOR54827,"1 tusk seized in Bengaluru, Karnataka - 2 arrested",,Intelligence
MOR54828,"2 red sand boa seized Bengaluru, Karnataka - 1 arrested",,Intelligence
MOR54829,"12 staghorn ferns seized in Bengaluru, Karnataka - 2 arrested",,Intelligence
MOR54830,"4,330 kg of timber seized in Namti, Kachin State",Land - Vehicle,
MOR54845,"3,099 kg of timber seized in Myeik Township, Taninthayi Region",,
MOR54846,"4,061 kg of teak & 1,991 kg of timber seized in Taungoo District, Bago Region",,Routine Inspection
MOR54847,"398 kg of teak wood seized in Ottarathiri Township, Mandalay Region",,Routine Inspection
MOR54879,"100 m3 sawn timber seized from yard in Mirante do Paranapanema, Sao Paulo - company fined",,
MOR54880,"Deer tails, fish, lobsters, hermit crabs and shark fins seized in Ma Wan Chung, Tung Chung ",Land - Vehicle,Operation
MOR54887, 64 m2 timber seized in Apyterewa Indigenous Land,,Operation
MOR54890,"14 m3 sawn wood seized in Formosa, Goias State",Land - Vehicle,
MOR54894,"70 m3 timber seized in Nipepe, Niassa Province",Land - Vehicle,
MOR54907,"15 m3 sawn timber seized in Confresa, Mato Grosso State - 1 charged",Land - Vehicle,Routine Inspection
MOR54974,"1 lion cub posted playing with DJ on social media in Phaya Thai, Bangkok",,Investigation
MOR54997,"9 pieces of rosewood (2.28 m3) seized in Yang Talat District, Kalasin",,
MOR54999,"Rosewood tree cut down at a school in  Mueang District, Maha Sarakham",,Intelligence
MOR55000,1 piece of rosewood (0.022 m3) seized in Mueang Prachinburi District. Prachinburi - 3 arrested,,Intelligence
MOR55001,"Ta-khian logs and lumber seized in Ta Chi Subdistrict, Yaha District, Yala Province",,Operation
MOR55002,"170 kg of live elvers seized at Cepsa, Guadalajara Province - 1 arrested",Land - Vehicle,Routine Inspection
MOR55003,"Timber seized in Khun Mae Lai National, Chiang Mai - 1 arrested",,
MOR55004,Krapong See Lion Zoo in Mueang Nakhon Pathom investigated for supplying lions,,
MOR55005,"16 rosewood logs and 176 pieces of sawn wood (1.8 m3)  seized in Phanom Dong Rak District, Surin - 2 arrested",,
MOR55006,"2 pieces of Padauk wood (3.36 m3) seized in Ban Dong Subdistrict, Mae Moh District, Lampang ",,
MOR55008,"19 pieces of Pradoo wood (1.252 m3) seized in Chom Thong District, Chiang Mai - 1 charged",Land - Vehicle,
MOR55009,38 pieces of Pradoo wood (3.22 m3) and 18 logs (11.77 m3) seized in Mae Sariang District Mae Hong Son - 1 arrested,,
MOR55010,"4 pieces of Padauk wood (7.756 m3) seized in Khok Phu Subdistrict, Phu Phan District, Sakon Nakhon",,
MOR55012,"6 rosewood logs (4.72 m3) seized in Nong Saeng District, Udon Thani - 3 arrested",,
MOR55015,"6,000 kg of charcoal seized in Mueang District, Phichit Province - 1 charged",,
MOR55016,"Illegal logging in Klang Subdistrict, Mae On District, Chiang Mai - 1 charged",,Intelligence
MOR55017,5 pieces of rosewood (0.446 m3) seized along the Thai-Cambodian border in Surin Province - 1 arrested,,Intelligence
MOR55018,"29 pieces of Yang Na wood (29.22 m3) seized in Wang Wiset District, Trang - 1 arrested",,
MOR55021,"10 pieces of Padauk wood seized in Hang Dong Subdistrict, Hot District, Chiang Mai - suspect fled",Land - Vehicle,Targeting
MOR55023,"Illegal logging of Padauk trees in Phu Sang District, Phayao",,
MOR55024,"119 of padauk wood and 6 logs seized in Ban Ngun, Thung Kluay Subdistrict, Phu Sang District",,Investigation
MOR55025,"2 pieces of Ta-khian wood seized in Si Sakhon District, Narathiwat",,
MOR55027,"Logs seized in Mae Tha District, Thakat - 2 arrested",Land - Vehicle,Routine Inspection
MOR55038,"2 kg of pangolin scales seized at Havelian Interchange, Khyber Pakhtunkhwa Province - 3 arrested",Land - Vehicle,
MOR55039,"4 cranes seized at Havelian Interchange, Khyber Pakhtunkhwa Province - 3 arrested",Land - Vehicle,
MOR55140,2 trucks of wood seized in Cuando Cubango Province - 5 arrested ,Land - Vehicle,
MOR55316,"2,875 kg of timber siezed in Maubin Township, Ayeyarwady Region",,Routine Inspection
MOR55317,"199 kg of teak wood & 1,015 kg of timber seized in Kyangin Township, Ayeyarwady Region",,Routine Inspection
MOR55318,"3,000 kg of teak wood seized in Bago Region",,Operation
MOR55319,"736 kg of teak wood & 335 kg of timber seized in Minbu District, Magway Division",,Routine Inspection
MOR55320,"5,425 kg of timber seized in Magway District, Magway Region",Land - Vehicle,Routine Inspection
MOR55321,"6,106 kg of timber seized in Thabaung Township, Ayeyarwady Region",,Routine Inspection
MOR55322,"2,096 kg of teak wood seized in Taungoo District, Bago Region",,Routine Inspection
MOR55323,"89 kg of teak wood & 597 kg of hardwood seized in Bago District, Bago Region",,Routine Inspection
MOR55328,1 leopard skin seized in Congo - 2 arrested (1 suspect),Land - Vehicle,
MOR55329,2 tusks seized in Congo - 3 arrested,Land - Vehicle,
MOR55330,"1.17 kg of pangolin scales seized in Courtallam, Tamil Nadu",,Intelligence
MOR55331,"14 cinereous vultures seized in Kolaghat, West Bengal",,Intelligence
MOR55332,"92 black coral pieces & 34 monitor lizard genitals seized in Nashik, Maharashtra",,Intelligence
MOR55333,"1 leopard skin & 0.859 kg of pangolin scales seized in Kangra, Himachal Pradesh",,Intelligence
MOR55334,"2 musk deer glands seized in Khatima, Uttarakhand",,Intelligence
MOR55335,"2 jars of snake venom seized in Saktoria, West Bengal",,Intelligence
MOR55336,"1 muntjac skin seized in Kakching, Manipur",,Intelligence
MOR55337,"1 live red sand boa seized in Rajkot, Gujarat",,Intelligence
MOR55338,"1 leopard skin & 4 leopard paws seized in Valsad, Gujarat",,Intelligence
MOR55339,"348 mongoose brushes seized in Darbhanga, Bihar",,Intelligence
MOR55340,"1 tiger skin seized in Bichhiya, Madhya Pradesh",,Intelligence
MOR55341,"1 live barn owl seized in Jamanpada Village, Gujarat ",,Intelligence
MOR55342,"36 kg of turtle calipee seized at Etawah Railway Station, Uttar Pradesh",,Intelligence
